# init omega gamma A f
1.401335863e+00 5.336843963e+00 4.940709272e-01 0.000000000e+00 5.645247048e+00
4.596520562e-01 1.410635670e+00 3.336460179e-01 0.000000000e+00 4.821771063e+00
-2.467911004e-01 5.446548289e+00 2.744425924e-01 0.000000000e+00 4.735980910e+00
-8.593166720e-01 4.118428773e+00 2.048344859e-01 0.000000000e+00 3.956957779e+00
-1.059884269e+00 6.928883421e-01 2.124020210e-01 0.000000000e+00 3.968330953e+00
-4.560781264e-01 4.891945224e+00 1.559718556e-01 0.000000000e+00 4.406073466e+00
-7.986626362e-01 1.782658658e+00 2.129294818e-01 0.000000000e+00 3.615516941e+00
-1.009123842e-01 6.050593131e+00 2.516089095e-01 0.000000000e+00 3.685971845e+00
8.681323445e-01 3.998610582e+00 1.740887205e-01 0.000000000e+00 3.570923306e+00
-1.448561328e+00 1.481601347e+00 2.731933383e-02 0.000000000e+00 5.529112444e+00
8.856064221e-01 5.842144594e+00 2.748238932e-01 0.000000000e+00 6.002216644e+00
-1.042058293e+00 2.668792428e+00 3.160377796e-01 0.000000000e+00 3.555854939e+00
2.789765455e-01 1.337848547e-01 4.934990442e-01 0.000000000e+00 5.951568300e+00
-1.556155191e+00 6.102348119e+00 1.259079444e-01 0.000000000e+00 5.047924183e+00
1.046088243e+00 3.628335681e+00 1.613327948e-01 0.000000000e+00 3.414239939e+00
6.830739458e-01 1.908772230e+00 6.102965440e-03 0.000000000e+00 4.443173565e+00
-1.009721848e+00 3.114662117e+00 3.260477660e-01 0.000000000e+00 5.730159881e+00
1.315325351e+00 4.334051682e+00 4.569456850e-01 0.000000000e+00 3.419641528e+00
-4.630328474e-01 3.596774437e+00 4.195742066e-01 0.000000000e+00 5.261117609e+00
3.528750372e-01 1.069804043e-01 7.954652430e-02 0.000000000e+00 4.195299025e+00
-8.910026075e-01 3.956213759e+00 3.605377203e-01 0.000000000e+00 4.943120753e+00
-4.509767924e-03 5.802776189e+00 3.726392433e-01 0.000000000e+00 3.816715298e+00
5.755893896e-01 5.285437658e+00 1.546904690e-01 0.000000000e+00 5.901765440e+00
-9.491450939e-01 2.098501301e-01 3.356467067e-01 0.000000000e+00 5.613384318e+00
-5.462676361e-01 5.763710522e+00 3.971232008e-01 0.000000000e+00 4.170787686e+00
-2.084942445e-01 2.470486229e+00 2.645254223e-01 0.000000000e+00 5.008650915e+00
1.730188485e-01 1.006170698e+00 2.887307399e-01 0.000000000e+00 4.856819223e+00
-6.555593785e-01 5.123532535e+00 4.114419162e-01 0.000000000e+00 3.266641560e+00
-8.517701494e-02 3.482626583e+00 5.670851489e-03 0.000000000e+00 3.587065011e+00
-1.242975492e+00 6.061058364e+00 1.843627874e-01 0.000000000e+00 5.116700967e+00
-1.949699096e-01 1.393440102e+00 3.498135319e-01 0.000000000e+00 4.349845543e+00
-1.503495787e+00 3.684767030e+00 4.346754317e-01 0.000000000e+00 3.659131046e+00
-1.007841667e+00 2.943599258e+00 3.812538329e-01 0.000000000e+00 5.412193278e+00
1.297040418e+00 3.797466816e-01 1.128111621e-01 0.000000000e+00 6.026915601e+00
-9.205048836e-01 1.655247240e+00 2.151878781e-01 0.000000000e+00 5.493491925e+00
-4.266634748e-01 3.132505508e+00 2.756759678e-01 0.000000000e+00 4.756672853e+00
-1.001298866e+00 3.835556183e+00 4.092838542e-01 0.000000000e+00 5.632183273e+00
2.673261036e-01 3.276237627e+00 3.997367848e-01 0.000000000e+00 4.033833528e+00
2.769483668e-01 5.022631508e+00 3.458367574e-01 0.000000000e+00 4.062602327e+00
1.233991618e+00 2.940829331e-01 3.404519288e-01 0.000000000e+00 4.610377526e+00
7.313000388e-01 1.837485016e+00 3.158437992e-01 0.000000000e+00 4.175116945e+00
1.393003916e+00 1.399427718e+00 1.066184201e-01 0.000000000e+00 3.898682323e+00
-9.583785024e-01 6.154144312e+00 8.806669312e-03 0.000000000e+00 3.903856101e+00
-8.130102391e-01 5.149708896e+00 5.781845696e-02 0.000000000e+00 5.279594480e+00
1.149094076e+00 3.203463156e+00 1.387862022e-01 0.000000000e+00 6.090990252e+00
1.162089790e+00 3.207645403e-01 1.628368406e-01 0.000000000e+00 3.562895519e+00
-1.149811066e+00 2.436420904e+00 1.868172209e-01 0.000000000e+00 5.543880405e+00
-4.305355875e-01 4.937762784e+00 2.867695627e-01 0.000000000e+00 4.034399659e+00
-1.527285080e+00 2.195588877e+00 4.771727310e-01 0.000000000e+00 5.325809047e+00
-8.364618263e-01 4.333970209e+00 2.601769953e-01 0.000000000e+00 5.329394221e+00
-4.841076320e-01 1.204631890e+00 4.126357832e-01 0.000000000e+00 6.181883233e+00
-6.012585089e-01 2.517740793e+00 1.546646694e-01 0.000000000e+00 3.992045005e+00
-1.189336535e+00 4.759192310e+00 3.882134734e-01 0.000000000e+00 4.454831843e+00
1.423235289e+00 2.067866367e+00 4.974996590e-03 0.000000000e+00 5.581687057e+00
-4.464572904e-01 5.290638343e+00 1.274741970e-01 0.000000000e+00 4.121408229e+00
-8.626232014e-02 2.509557159e+00 4.589721238e-01 0.000000000e+00 5.641594102e+00
6.115454242e-01 4.465647774e-01 2.060485352e-01 0.000000000e+00 3.630401512e+00
9.899918919e-01 1.464262037e+00 4.569654859e-01 0.000000000e+00 6.109294020e+00
1.222987747e+00 5.076443108e+00 2.004728877e-01 0.000000000e+00 3.320568478e+00
2.750474483e-01 4.032804470e+00 3.107306091e-01 0.000000000e+00 3.244484809e+00
1.206046960e+00 1.583308671e+00 2.252757091e-02 0.000000000e+00 3.842941514e+00
1.695687810e-01 2.719992675e+00 3.493761051e-01 0.000000000e+00 3.751438847e+00
9.280485985e-01 2.050316441e+00 9.236568700e-02 0.000000000e+00 5.232991491e+00
-8.090862327e-01 2.949789319e+00 2.255702620e-01 0.000000000e+00 5.747078978e+00
7.833431577e-01 2.560828414e+00 1.370081298e-01 0.000000000e+00 4.075808999e+00
-7.565533004e-01 2.174088177e+00 2.955796433e-01 0.000000000e+00 5.563457239e+00
2.414460708e-01 5.019665187e+00 2.958060122e-02 0.000000000e+00 3.194481228e+00
1.368049681e+00 3.620360131e+00 3.955542669e-01 0.000000000e+00 3.880134147e+00
3.587884621e-01 1.265399622e+00 4.347825571e-01 0.000000000e+00 4.248310451e+00
-1.348363030e+00 5.518866168e-01 2.245362701e-01 0.000000000e+00 5.377469623e+00
1.234094032e+00 6.047269112e+00 3.605097567e-01 0.000000000e+00 4.310350167e+00
6.156782796e-02 4.466482825e+00 4.541587866e-01 0.000000000e+00 4.941744475e+00
-1.305887862e+00 4.499285870e+00 1.023966255e-01 0.000000000e+00 6.240192758e+00
-3.951870903e-01 4.410579737e+00 2.379967006e-01 0.000000000e+00 6.116430759e+00
7.307605677e-01 2.754060149e+00 4.034450405e-01 0.000000000e+00 3.755652764e+00
-1.278041606e+00 3.183035987e+00 2.171514779e-01 0.000000000e+00 6.004242423e+00
5.268532791e-01 3.945845986e+00 4.151489162e-01 0.000000000e+00 3.600200686e+00
1.558422321e+00 4.420904515e+00 9.949803323e-02 0.000000000e+00 5.816969709e+00
-9.759170082e-01 1.206878770e+00 1.597380541e-01 0.000000000e+00 6.268243174e+00
4.321564853e-01 3.343528341e+00 3.385654849e-01 0.000000000e+00 4.741899312e+00
1.330155313e+00 2.594222599e-01 3.181423021e-01 0.000000000e+00 5.421780062e+00
9.812073926e-01 2.731904505e+00 1.957103352e-01 0.000000000e+00 3.991110984e+00
-8.309800108e-01 3.423805982e-01 9.880766545e-02 0.000000000e+00 5.379168590e+00
5.021255675e-01 2.382771012e+00 4.349711932e-01 0.000000000e+00 3.438499715e+00
1.174707577e+00 4.829516527e+00 3.755594727e-01 0.000000000e+00 3.980610099e+00
5.639370147e-01 4.141002340e+00 3.381448877e-01 0.000000000e+00 4.478453018e+00
-1.026716309e+00 3.873175896e+00 1.951499839e-01 0.000000000e+00 3.366322026e+00
1.014835963e+00 2.231474046e+00 3.946725169e-01 0.000000000e+00 6.123678982e+00
1.075086701e+00 2.978089674e+00 2.940401617e-01 0.000000000e+00 4.817377503e+00
1.178245034e+00 1.334150828e+00 2.672435323e-01 0.000000000e+00 4.054803711e+00
-1.187142002e+00 1.398218822e+00 4.227121308e-01 0.000000000e+00 4.950575303e+00
-3.518903972e-01 1.122997509e+00 1.073112708e-01 0.000000000e+00 5.720726825e+00
7.997295289e-02 1.787627613e+00 4.557999750e-01 0.000000000e+00 5.182065330e+00
-1.172618526e+00 5.583414042e+00 4.994323140e-01 0.000000000e+00 3.313442322e+00
-3.298337656e-01 5.314927590e+00 4.909339774e-01 0.000000000e+00 5.895838224e+00
1.305042213e+00 5.842123166e+00 3.125115815e-01 0.000000000e+00 3.913729889e+00
8.014177761e-01 5.471171799e+00 4.402824194e-01 0.000000000e+00 3.593857149e+00
-1.372320661e+00 7.232545201e-01 3.258474386e-01 0.000000000e+00 6.068688308e+00
7.337877100e-01 4.917881539e+00 3.052862393e-01 0.000000000e+00 4.456867784e+00
1.067734687e-01 2.961313167e+00 2.028114291e-01 0.000000000e+00 4.219604455e+00
1.494695146e+00 4.678012249e+00 2.400862644e-01 0.000000000e+00 4.819608161e+00
5.931752219e-01 5.357810332e+00 3.813689507e-01 0.000000000e+00 6.025763898e+00
1.535429615e+00 4.525030714e+00 3.822961199e-01 0.000000000e+00 5.262024144e+00
-3.273128425e-01 4.507831416e+00 3.772210812e-01 0.000000000e+00 5.592357271e+00
8.893386963e-01 5.627879776e+00 4.564143653e-01 0.000000000e+00 4.597370191e+00
9.555410387e-01 1.512780015e+00 5.114900908e-02 0.000000000e+00 4.159243071e+00
-1.155431224e+00 2.111026566e+00 4.093608206e-01 0.000000000e+00 5.579170042e+00
-9.572770792e-01 5.852309246e+00 8.290969953e-02 0.000000000e+00 6.241428987e+00
1.663914863e-01 3.374129817e-01 1.940500530e-01 0.000000000e+00 4.569722662e+00
9.909057587e-01 3.187815840e+00 3.372104181e-01 0.000000000e+00 4.895295245e+00
-7.630769110e-01 5.966586550e+00 4.204503168e-01 0.000000000e+00 3.685855889e+00
-1.507868986e+00 3.084300455e+00 1.465690401e-01 0.000000000e+00 4.818346962e+00
-6.184773365e-01 1.504893046e+00 2.568675651e-01 0.000000000e+00 4.582031046e+00
-4.257786726e-01 5.853571836e+00 4.937250900e-01 0.000000000e+00 3.474056156e+00
3.421462441e-01 5.331440361e+00 3.069517896e-01 0.000000000e+00 4.892596533e+00
-9.803469670e-01 6.549494926e-01 1.421284068e-01 0.000000000e+00 6.145656482e+00
-7.548106320e-01 5.918528419e+00 2.799028571e-01 0.000000000e+00 6.173551234e+00
3.817905267e-01 2.547607263e-01 2.864304298e-01 0.000000000e+00 3.571192005e+00
-1.156015850e+00 3.429883821e+00 1.151994710e-01 0.000000000e+00 5.021783153e+00
-2.644195305e-01 3.184277921e+00 2.988494851e-01 0.000000000e+00 5.502230583e+00
-2.216163845e-01 5.360162948e+00 3.843610395e-01 0.000000000e+00 5.325320412e+00
-1.161971969e+00 5.297079030e+00 2.253670564e-01 0.000000000e+00 3.869070093e+00
-1.107994555e+00 4.113666397e+00 4.208341579e-02 0.000000000e+00 6.078384776e+00
-3.322777892e-01 3.101315262e+00 2.842981354e-01 0.000000000e+00 4.759337930e+00
7.503942363e-01 1.568440485e+00 1.617124913e-01 0.000000000e+00 6.026645239e+00
4.401166656e-01 2.369727997e+00 6.914110284e-02 0.000000000e+00 5.516690604e+00
9.156554261e-01 1.777566447e+00 4.647795918e-01 0.000000000e+00 4.526636908e+00
4.855370327e-01 3.587350700e+00 4.791952578e-01 0.000000000e+00 3.443486027e+00
-1.414593621e+00 2.760412879e+00 6.888017337e-02 0.000000000e+00 4.633266970e+00
9.478088162e-01 2.435076418e+00 2.416178105e-01 0.000000000e+00 4.581219972e+00
-6.359741376e-01 3.233920584e+00 2.888053323e-01 0.000000000e+00 5.160412734e+00
-2.676759230e-01 1.146195813e+00 1.707467740e-01 0.000000000e+00 5.266695166e+00
-8.659571148e-01 4.307477671e+00 3.940883427e-01 0.000000000e+00 4.673315167e+00
7.048897789e-01 3.544347804e+00 1.349457464e-01 0.000000000e+00 5.247030506e+00
9.477864910e-01 3.803684634e+00 9.469340249e-02 0.000000000e+00 5.664806511e+00
1.126960340e+00 2.324521110e+00 2.309667695e-01 0.000000000e+00 3.401963176e+00
-7.621486208e-01 2.086200119e+00 2.640175182e-01 0.000000000e+00 4.937918723e+00
3.555387062e-01 3.423105950e+00 3.991119324e-01 0.000000000e+00 4.072372528e+00
-5.489090212e-01 4.172402560e+00 4.425816006e-01 0.000000000e+00 4.186829355e+00
1.007576088e+00 6.054538660e+00 1.465729885e-01 0.000000000e+00 5.363304674e+00
-1.160662008e+00 4.573552426e+00 6.842407651e-02 0.000000000e+00 5.697096748e+00
8.854551645e-01 1.089528317e+00 9.010285061e-02 0.000000000e+00 4.794201918e+00
1.965048812e-01 2.398800732e+00 4.031646518e-01 0.000000000e+00 5.503610033e+00
-9.219238211e-01 3.367602617e+00 3.624343323e-02 0.000000000e+00 3.866307043e+00
-1.458503426e+00 7.217683026e-01 9.776718987e-02 0.000000000e+00 5.164419788e+00
-1.265821166e+00 1.441368222e-01 3.443303425e-01 0.000000000e+00 5.617841627e+00
1.178784965e+00 1.187308083e+00 2.003399407e-01 0.000000000e+00 5.873486702e+00
7.055352019e-01 3.089862903e+00 3.061964262e-01 0.000000000e+00 3.369064773e+00
8.076092208e-01 3.135744656e+00 3.188105191e-01 0.000000000e+00 5.832920409e+00
1.552443016e-01 3.225287699e+00 4.968546793e-01 0.000000000e+00 3.609082835e+00
-3.618737709e-01 9.107793619e-01 2.700364626e-01 0.000000000e+00 4.561842915e+00
-3.257768250e-01 4.603068259e+00 5.461226913e-02 0.000000000e+00 5.201556947e+00
-1.385701982e+00 3.714321456e+00 4.675245128e-01 0.000000000e+00 5.091034476e+00
3.320309485e-01 1.335089479e+00 2.518852863e-01 0.000000000e+00 5.612454071e+00
5.578403161e-01 4.482142577e+00 1.395708621e-01 0.000000000e+00 3.915632254e+00
-1.234405291e+00 5.085900000e+00 8.776466813e-03 0.000000000e+00 3.588016670e+00
1.024210392e+00 5.442481399e+00 1.885547188e-01 0.000000000e+00 3.254735810e+00
5.874335079e-01 5.661429533e+00 3.918104206e-01 0.000000000e+00 4.895558929e+00
1.404088907e+00 4.480119795e+00 2.166225734e-02 0.000000000e+00 4.063698446e+00
1.430749968e+00 5.008910382e+00 4.016957189e-02 0.000000000e+00 4.243610160e+00
1.055681602e+00 3.840863865e-01 3.066005376e-01 0.000000000e+00 3.322507927e+00
6.731019455e-03 4.647203277e+00 4.315534040e-01 0.000000000e+00 4.005780372e+00
-2.560719722e-01 2.877755453e+00 4.503217667e-01 0.000000000e+00 3.515314047e+00
-1.525800758e+00 1.124640764e+00 3.243261836e-01 0.000000000e+00 6.122046506e+00
-3.967811285e-01 2.767594816e+00 1.247245787e-01 0.000000000e+00 5.450651897e+00
-1.154742946e+00 3.400346840e+00 1.550239788e-01 0.000000000e+00 4.980163051e+00
-1.480346733e+00 4.176042554e+00 9.885475493e-02 0.000000000e+00 6.162919969e+00
3.715639259e-01 1.207320294e+00 3.584978236e-02 0.000000000e+00 6.020471398e+00
2.969433322e-01 2.109807373e-01 4.253527564e-01 0.000000000e+00 6.098202219e+00
7.100052288e-01 4.619554475e+00 7.926511877e-03 0.000000000e+00 5.031610786e+00
3.054171182e-01 6.160033408e+00 4.833115256e-01 0.000000000e+00 4.767664488e+00
1.435074610e-01 3.088545148e+00 2.142061602e-01 0.000000000e+00 5.853382005e+00
2.402771412e-01 4.377621891e+00 4.005727714e-01 0.000000000e+00 4.739532608e+00
-2.328309359e-01 3.786664557e+00 2.618555950e-01 0.000000000e+00 4.042627345e+00
1.071774552e+00 1.972421624e+00 1.166544008e-01 0.000000000e+00 5.810391422e+00
-1.351016322e+00 3.999365936e+00 5.730270397e-02 0.000000000e+00 4.012777139e+00
-1.450648671e+00 4.317559380e+00 3.831577223e-01 0.000000000e+00 5.488186605e+00
-1.491131305e+00 5.441257206e+00 2.397219881e-01 0.000000000e+00 5.211321607e+00
-1.078150772e-01 4.383578287e+00 2.068929190e-01 0.000000000e+00 3.359662235e+00
6.599954455e-01 2.693773058e+00 1.628933342e-01 0.000000000e+00 5.327339877e+00
8.530036934e-01 4.609193137e+00 2.833133665e-01 0.000000000e+00 5.305975085e+00
1.885542007e-01 2.005998200e-01 3.043309658e-01 0.000000000e+00 3.359715059e+00
9.993589674e-01 2.485779252e+00 3.719436417e-01 0.000000000e+00 5.276114210e+00
9.899703221e-01 1.717990009e-01 1.017538397e-01 0.000000000e+00 3.140393290e+00
-9.429815967e-01 5.978455775e-01 2.195857842e-01 0.000000000e+00 6.243988256e+00
-8.901452615e-01 2.267352795e+00 2.354660897e-01 0.000000000e+00 3.538661116e+00
1.131057703e+00 3.639142209e+00 2.901161770e-01 0.000000000e+00 4.574570873e+00
1.559327122e+00 4.979736283e+00 1.810393454e-01 0.000000000e+00 6.088730981e+00
-9.415243631e-01 4.601019050e+00 4.273447114e-01 0.000000000e+00 5.578115134e+00
3.249229901e-01 2.139440545e+00 2.093400767e-01 0.000000000e+00 3.634842060e+00
-7.222408162e-01 7.117259088e-01 4.551356166e-01 0.000000000e+00 5.211776808e+00
1.437543361e-01 2.269828873e+00 4.944652793e-02 0.000000000e+00 5.412375538e+00
1.366286720e+00 2.243240978e+00 3.214688686e-01 0.000000000e+00 4.678342088e+00
-8.824872189e-01 4.274583096e+00 3.800089027e-01 0.000000000e+00 4.595163441e+00
-1.411440515e+00 1.100149559e+00 8.313909050e-02 0.000000000e+00 4.907235396e+00
2.511160585e-01 2.315517912e+00 3.463329758e-01 0.000000000e+00 5.568070327e+00
1.047675211e+00 1.317482442e+00 2.547271327e-01 0.000000000e+00 4.148156284e+00
1.176194738e-01 9.976016363e-01 1.277511662e-01 0.000000000e+00 3.429586200e+00
2.340790578e-01 1.598370835e-01 3.241960774e-01 0.000000000e+00 4.872709624e+00
3.821753545e-01 2.207821410e+00 8.206644581e-02 0.000000000e+00 3.930254084e+00
-4.163707059e-02 6.391961432e-01 2.880313259e-01 0.000000000e+00 3.494630689e+00
-1.354680448e+00 5.863897866e+00 1.005107394e-01 0.000000000e+00 4.664406498e+00
-3.424212705e-02 3.407385373e+00 9.428520373e-02 0.000000000e+00 3.812395756e+00
2.999344303e-01 4.857083466e+00 8.100843647e-02 0.000000000e+00 5.376113690e+00
-1.392353277e+00 4.993932324e-01 1.834592817e-02 0.000000000e+00 6.047968978e+00
5.250137573e-01 3.940328725e+00 9.483264005e-02 0.000000000e+00 4.478393729e+00
8.966412771e-01 5.228540184e+00 8.839121479e-02 0.000000000e+00 4.212741673e+00
1.366679321e+00 4.945534477e+00 1.058391322e-01 0.000000000e+00 5.052396716e+00
6.759828331e-01 1.561646660e+00 4.462661831e-01 0.000000000e+00 5.054944024e+00
1.265950406e+00 3.675798848e+00 2.427862155e-01 0.000000000e+00 5.688997210e+00
1.082211035e+00 4.182060693e+00 4.547579576e-01 0.000000000e+00 4.755843737e+00
6.198898262e-01 5.294421257e+00 3.133837675e-01 0.000000000e+00 4.599779540e+00
-5.325665713e-01 2.918409144e+00 3.672699438e-01 0.000000000e+00 5.731592113e+00
-1.389966543e+00 5.478369505e+00 1.595087035e-01 0.000000000e+00 4.180638776e+00
1.492109746e+00 1.091268262e+00 3.621449094e-04 0.000000000e+00 6.130590944e+00
4.037217919e-01 1.931716162e+00 3.346465128e-01 0.000000000e+00 4.614486674e+00
1.413184996e+00 1.248840687e+00 2.381210221e-01 0.000000000e+00 4.591588803e+00
-1.078170263e+00 4.831372593e+00 3.729609389e-01 0.000000000e+00 3.884472998e+00
-8.716149264e-01 5.687944859e+00 3.178243499e-01 0.000000000e+00 3.603901887e+00
2.179337434e-01 2.203028201e+00 1.675956943e-01 0.000000000e+00 3.908188541e+00
-6.796250489e-01 2.850419258e+00 2.947715061e-01 0.000000000e+00 4.012015378e+00
-1.501346170e+00 1.061935342e+00 1.901455319e-02 0.000000000e+00 4.689069944e+00
4.888324052e-01 6.072459463e+00 2.901425267e-01 0.000000000e+00 5.667274829e+00
-9.604327658e-01 2.357761590e+00 4.734356831e-01 0.000000000e+00 3.959467023e+00
1.111380329e+00 5.355912438e+00 2.283627886e-01 0.000000000e+00 5.653546328e+00
-1.244614610e+00 4.668957147e+00 1.661793426e-01 0.000000000e+00 5.345145697e+00
-4.934935741e-01 3.275605532e+00 3.988735964e-01 0.000000000e+00 5.963806848e+00
-5.705993762e-01 6.463538406e-01 2.104043742e-01 0.000000000e+00 5.896576733e+00
-7.321498541e-01 5.520606155e-01 6.145422499e-02 0.000000000e+00 4.814957348e+00
1.895253067e-01 5.090140208e+00 2.888469766e-01 0.000000000e+00 3.730990429e+00
1.145624714e-01 5.080342762e+00 9.553228455e-02 0.000000000e+00 3.792228192e+00
-1.284511181e+00 2.334219255e-01 6.479433773e-02 0.000000000e+00 5.306714245e+00
-3.494434291e-01 5.946951733e+00 2.898133978e-01 0.000000000e+00 4.735962521e+00
-1.233263774e-01 2.685927247e+00 4.313689336e-01 0.000000000e+00 5.935795869e+00
1.148675024e+00 1.612885818e+00 2.224362780e-01 0.000000000e+00 5.263320647e+00
8.822339949e-01 4.714423560e+00 2.205214494e-01 0.000000000e+00 5.239619890e+00
1.018469245e+00 4.132215021e+00 1.174106097e-01 0.000000000e+00 3.588369827e+00
3.683123544e-01 5.310033533e+00 4.768529565e-01 0.000000000e+00 4.978115687e+00
3.526952080e-02 2.648846671e+00 1.785951427e-01 0.000000000e+00 5.110232402e+00
1.396664545e+00 3.951272434e+00 2.751401797e-01 0.000000000e+00 6.087848495e+00
-1.263721066e-02 4.691887595e+00 2.217785623e-01 0.000000000e+00 3.723864916e+00
-8.417918059e-02 5.556638387e+00 4.210217721e-01 0.000000000e+00 5.364598858e+00
2.402924707e-01 4.534484334e+00 4.313828018e-01 0.000000000e+00 5.307067671e+00
-6.175806190e-01 2.586226164e-01 4.278353423e-01 0.000000000e+00 4.688510297e+00
1.202753413e+00 3.132452478e+00 2.888702212e-01 0.000000000e+00 3.362441642e+00
7.185161136e-02 5.661185505e+00 2.361189309e-01 0.000000000e+00 4.740502850e+00
1.594744296e-01 3.641775391e+00 1.578448470e-01 0.000000000e+00 4.861099907e+00
-8.796959639e-01 2.278536465e+00 2.595545851e-01 0.000000000e+00 5.858587292e+00
1.498166496e-01 5.780905208e+00 1.707597066e-01 0.000000000e+00 4.805627742e+00
6.901376821e-02 1.088416059e+00 6.954986933e-02 0.000000000e+00 5.225703930e+00
-8.051007475e-01 4.342156250e+00 3.405801684e-01 0.000000000e+00 3.177729978e+00
-2.269297088e-01 7.883250852e-01 4.567861686e-01 0.000000000e+00 5.882561111e+00
-1.262495268e+00 2.428464219e+00 3.424950573e-01 0.000000000e+00 5.536455293e+00
-8.753471012e-01 5.690596878e+00 4.118091934e-01 0.000000000e+00 4.632807803e+00
1.292075485e+00 4.744866239e-01 4.750089009e-01 0.000000000e+00 4.337556626e+00
1.187465001e+00 7.998359910e-01 1.645616325e-01 0.000000000e+00 5.238910872e+00
1.034970535e+00 7.010205795e-01 1.823997819e-01 0.000000000e+00 5.903265520e+00
6.943091441e-01 6.022635603e+00 3.495052338e-01 0.000000000e+00 4.725746526e+00
-5.532982220e-01 5.044133745e+00 5.419527879e-02 0.000000000e+00 5.603150638e+00
-1.330166511e+00 3.815131196e-01 4.630671060e-01 0.000000000e+00 5.614446083e+00
7.201199464e-01 5.969007372e+00 4.432507862e-01 0.000000000e+00 4.906598197e+00
-1.018249457e+00 4.974493792e+00 6.579124940e-03 0.000000000e+00 6.044544437e+00
6.126592486e-01 3.053935039e+00 1.811359882e-01 0.000000000e+00 5.901625824e+00
8.599138801e-01 4.613530240e+00 2.671117592e-01 0.000000000e+00 6.259088079e+00
-3.798179431e-01 4.605968432e+00 3.984524323e-01 0.000000000e+00 5.385989462e+00
-1.403193863e+00 1.859510362e+00 2.258435230e-01 0.000000000e+00 4.853818641e+00
4.015055401e-01 1.537569924e+00 1.176198962e-01 0.000000000e+00 4.308941550e+00
-2.565069145e-01 3.454453535e+00 3.875930898e-01 0.000000000e+00 4.555024368e+00
-1.376178226e+00 3.263003805e+00 3.581911578e-02 0.000000000e+00 5.797194096e+00
-3.163212891e-01 1.633061391e+00 3.393848430e-01 0.000000000e+00 4.739234312e+00
1.338824538e+00 1.497217845e+00 2.935211967e-01 0.000000000e+00 4.640028319e+00
-9.102953457e-01 1.496584220e+00 1.051288550e-01 0.000000000e+00 4.680913390e+00
1.135315464e+00 1.242253904e+00 1.992491709e-02 0.000000000e+00 5.605345940e+00
-8.684185379e-02 2.903910640e+00 1.303801525e-01 0.000000000e+00 6.090762358e+00
3.775731483e-01 1.045999470e+00 4.515431790e-02 0.000000000e+00 4.249607333e+00
-7.101348417e-01 3.702055349e+00 3.179568733e-01 0.000000000e+00 6.020711702e+00
-4.786949113e-01 1.694246736e+00 1.891048558e-01 0.000000000e+00 5.816865017e+00
-1.372078501e+00 4.825453417e+00 4.868627226e-01 0.000000000e+00 4.380177093e+00
-1.290698221e+00 5.697293008e+00 4.554945308e-01 0.000000000e+00 5.669239312e+00
2.827054285e-02 1.378973380e+00 1.130523350e-01 0.000000000e+00 4.649612043e+00
-7.791624304e-01 2.738467366e+00 3.793550017e-01 0.000000000e+00 3.550743847e+00
8.424645794e-01 5.648740795e+00 3.672314965e-01 0.000000000e+00 5.967227110e+00
-4.767666333e-01 2.605260938e+00 4.922266125e-01 0.000000000e+00 3.833467794e+00
1.150984588e+00 8.491793964e-01 8.047393679e-02 0.000000000e+00 4.324741306e+00
1.008346595e+00 5.434079252e-01 4.682238343e-01 0.000000000e+00 4.476918587e+00
-8.922400623e-01 8.310911948e-01 4.875783555e-01 0.000000000e+00 3.705754097e+00
-1.203873151e+00 5.842538865e+00 2.796322729e-01 0.000000000e+00 3.944144962e+00
-5.569628488e-01 5.301229573e+00 3.122583313e-01 0.000000000e+00 6.130312589e+00
1.852486185e-01 1.659074907e+00 7.167991161e-02 0.000000000e+00 5.384442063e+00
1.096264665e+00 3.229432942e+00 8.466140357e-02 0.000000000e+00 4.766702872e+00
1.504682022e+00 5.304607712e+00 3.524279077e-01 0.000000000e+00 5.748150897e+00
8.966175117e-01 2.806476979e+00 2.280180803e-01 0.000000000e+00 5.916483007e+00
-5.395401883e-01 3.628492131e+00 3.336579989e-01 0.000000000e+00 4.288992925e+00
1.500099128e+00 5.470501650e+00 4.953957715e-02 0.000000000e+00 4.722920543e+00
1.256263089e+00 4.817458794e+00 4.577437487e-01 0.000000000e+00 4.471074768e+00
5.267441908e-02 3.617124600e+00 2.244911811e-01 0.000000000e+00 6.267809871e+00
-3.420114853e-01 4.939808186e+00 3.997400471e-02 0.000000000e+00 4.559953792e+00
-3.929530011e-01 2.045265215e+00 2.577597655e-01 0.000000000e+00 3.999378622e+00
1.521044281e+00 4.550883114e+00 4.740161488e-01 0.000000000e+00 5.083196633e+00
-3.400188673e-01 3.933747486e+00 3.784985825e-01 0.000000000e+00 4.181777855e+00
4.517193421e-01 5.473523350e+00 1.665605962e-01 0.000000000e+00 3.912667504e+00
-1.191456108e+00 2.709248241e+00 2.020519402e-01 0.000000000e+00 4.324978611e+00
-1.214881947e+00 3.495585405e+00 1.137685963e-01 0.000000000e+00 4.348211028e+00
7.131145148e-01 9.718660772e-01 8.364770455e-02 0.000000000e+00 6.108142266e+00
1.167693841e+00 2.540101619e+00 2.169276829e-01 0.000000000e+00 5.818362161e+00
1.911178602e-01 2.701076802e+00 1.635029216e-01 0.000000000e+00 4.295183271e+00
1.099132548e+00 5.720821976e-01 3.051450674e-01 0.000000000e+00 6.110493746e+00
